Conformation	RMSD global	Domaine A1	Domaine A2	Domaine A3	Domaine A4	Domaine B
     330 		1.5244 		1.0768 		1.2709 		2.0159 		1.9405 		 
     340 		1.6447 		1.2777 		1.3188 		2.4216 		1.9583 		 
     350 		1.5589 		1.2797 		1.4105 		2.2032 		1.6852 		 
     360 		1.5394 		1.3552 		1.43 		2.3073 		1.462 		 
     370 		1.5688 		1.3018 		1.4602 		2.3991 		1.5249 		 
     380 		1.5401 		1.2263 		1.445 		2.3292 		1.5404 		 
     390 		1.5602 		1.1666 		1.319 		2.7208 		1.5585 		 
     400 		1.5518 		1.2781 		1.2521 		2.7488 		1.4967 		 
     410 		1.5603 		1.34 		1.3589 		2.5825 		1.4666 		 
     420 		1.6096 		1.2135 		1.3881 		2.7672 		1.5958 		 
     430 		1.537 		1.1653 		1.2536 		2.8095 		1.4808 		 
     440 		1.5063 		1.2241 		1.0983 		2.7694 		1.5195 		 
     450 		1.5472 		1.1657 		1.1623 		2.9029 		1.5508 		 
     460 		1.4932 		1.125 		1.2235 		2.783 		1.3942 		 
     470 		1.5047 		1.1668 		1.3232 		2.619 		1.4097 		 
     480 		1.5187 		1.1121 		1.37 		2.5849 		1.4719 		 
     490 		1.4988 		1.1047 		1.2639 		2.7622 		1.3994 		 
     500 		1.5366 		1.1772 		1.2426 		2.8848 		1.4222 		 
     510 		1.6197 		1.1622 		1.3737 		3.0273 		1.4915 		 
     520 		1.6493 		1.2078 		1.3927 		2.9118 		1.6423 		 
     530 		1.6263 		1.1524 		1.3054 		3.0181 		1.6164 		 
     540 		1.683 		1.1725 		1.4294 		3.0277 		1.667 		 
     550 		1.7045 		1.1934 		1.5182 		2.9429 		1.6867 		 
     560 		1.676 		1.292 		1.4561 		2.7023 		1.7488 		 
     570 		1.7708 		1.3101 		1.6009 		2.9953 		1.7153 		 
     580 		1.5779 		1.2653 		1.2965 		2.6244 		1.6433 		 
     590 		1.6425 		1.1944 		1.2579 		2.9443 		1.7529 		 
     600 		1.5568 		1.1772 		1.2189 		2.7528 		1.6289 		 
     610 		1.4703 		1.0759 		1.1856 		2.501 		1.5931 		 
     620 		1.4943 		0.9859 		1.1432 		2.6909 		1.6514 		 
     630 		1.5183 		1.1685 		1.2017 		2.7966 		1.4759 		 
     640 		1.4933 		1.1785 		1.1046 		2.7328 		1.5271 		 
     650 		1.6054 		1.1798 		1.3798 		2.7838 		1.6028 		 
     660 		1.5024 		1.102 		1.3196 		2.5139 		1.5306 		 
     670 		1.6648 		1.1728 		1.3182 		2.9889 		1.7537 		 
     680 		1.6265 		1.242 		1.4244 		2.7026 		1.6393 		 
     690 		1.5856 		1.1899 		1.3679 		2.7634 		1.5485 		 
     700 		1.6174 		1.2359 		1.2787 		2.7556 		1.7408 		 
     710 		1.6003 		1.3559 		1.2822 		2.574 		1.7024 		 
     720 		1.5835 		1.2447 		1.3151 		2.724 		1.5906 		 
     730 		1.6092 		1.3053 		1.2306 		2.8845 		1.6197 		 
     740 		1.7304 		1.3717 		1.3499 		2.7349 		1.9767 		 
     750 		1.7376 		1.2784 		1.2988 		2.7381 		2.1057 		 
     760 		1.7758 		1.296 		1.4791 		2.7999 		2.0121 		 
     770 		1.6394 		1.2521 		1.3096 		2.762 		1.7709 		 
     780 		1.6181 		1.2595 		1.2776 		2.81 		1.6907 		 
     790 		1.5576 		1.1093 		1.2847 		2.5558 		1.7364 		 
     800 		1.6774 		1.2393 		1.5029 		2.5984 		1.7999 		 
     810 		1.6077 		1.1854 		1.391 		2.548 		1.7495 		 
     820 		1.7375 		1.3172 		1.5421 		2.5724 		1.9273 		 
     830 		1.7259 		1.246 		1.452 		2.7831 		1.9124 		 
     840 		1.8208 		1.2181 		1.5748 		2.8112 		2.1025 		 
     850 		1.7729 		1.2274 		1.554 		2.9852 		1.8478 		 
     860 		1.7365 		1.2919 		1.5109 		3.0759 		1.6505 		 
     870 		1.5942 		1.2023 		1.3818 		2.6948 		1.6039 		 
     880 		1.6982 		1.211 		1.5053 		2.7946 		1.769 		 
     890 		1.7933 		1.3087 		1.6332 		2.7196 		1.9381 		 
     900 		1.6571 		1.0852 		1.4276 		2.4712 		1.9792 		 
     910 		1.8212 		1.3258 		1.6659 		2.4995 		2.1025 		 
     920 		1.7571 		1.0814 		1.5438 		2.4411 		2.1913 		 
     930 		1.7491 		1.1041 		1.4771 		2.3221 		2.2732 		 
     940 		1.6131 		1.1046 		1.2459 		2.4195 		2.0297 		 
     950 		1.5797 		1.1457 		1.1974 		2.3335 		1.9892 		 
     960 		1.7157 		1.3189 		1.3893 		2.4445 		2.0793 		 
     970 		1.8789 		1.2738 		1.6332 		2.5993 		2.3053 		 
     980 		1.8878 		1.2817 		1.5485 		2.5337 		2.4383 		 
     990 		1.9423 		1.3117 		1.7554 		2.7941 		2.2628 		 
     1000 		1.9844 		1.3561 		1.7272 		2.7562 		2.4214 		 
     1010 		2.0403 		1.4373 		1.8677 		2.7481 		2.4081 		 
     1020 		1.8402 		1.2584 		1.5994 		2.6236 		2.2147 		 
     1030 		1.9068 		1.3686 		1.5183 		2.3295 		2.5566 		 
     1040 		1.796 		1.2528 		1.3836 		2.3278 		2.4135 		 
     1050 		1.9676 		1.2875 		1.5735 		2.5835 		2.6251 		 
     1060 		1.9422 		1.318 		1.6265 		2.4865 		2.5289 		 
     1070 		2.0328 		1.387 		1.759 		2.5869 		2.5961 		 
     1080 		2.0423 		1.3893 		1.7972 		2.5459 		2.6031 		 
     1090 		2.0937 		1.4511 		1.9257 		2.6477 		2.5527 		 
     1100 		2.0804 		1.5083 		1.9125 		2.7606 		2.4402 		 
     1110 		2.1337 		1.5252 		1.9395 		2.7565 		2.5739 		 
     1120 		2.2634 		1.5669 		1.9571 		3.218 		2.728 		 
     1130 		2.3359 		1.5936 		2.1317 		3.4819 		2.6242 		 
     1140 		2.3618 		1.7113 		2.2185 		2.8942 		2.8252 		 
     1150 		2.3687 		1.6146 		2.1604 		3.0782 		2.8865 		 
     1160 		2.4152 		1.7096 		2.1691 		2.9889 		3.0068 		 
     1170 		2.453 		1.8449 		2.2236 		2.9195 		3.0163 		 
     1180 		2.4288 		1.8569 		2.3547 		2.9658 		2.7632 		 
     1190 		2.4102 		1.8273 		2.2927 		2.8433 		2.8468 		 
     1200 		2.5752 		1.9974 		2.4115 		3.3217 		2.931 		 
     1210 		2.5584 		1.9512 		2.4841 		2.7289 		3.0696 		 
     1220 		2.3954 		1.9579 		2.188 		2.3587 		3.0085 		 
     1230 		2.5658 		2.0075 		2.2512 		2.7209 		3.3063 		 
     1240 		2.3987 		1.8805 		2.1488 		2.6967 		2.99 		 
     1250 		2.3502 		1.7193 		2.2191 		2.6453 		2.8832 		 
     1260 		2.3618 		1.6221 		2.1776 		2.6644 		3.0101 		 
     1270 		2.2601 		1.5394 		2.015 		2.6102 		2.9339 		 
     1280 		2.4118 		1.6686 		2.1779 		2.8241 		3.0755 		 
     1290 		2.3171 		1.7348 		2.0476 		2.6419 		2.9523 		 
     1300 		2.2298 		1.5489 		2.0106 		2.8564 		2.7434 		 
     1310 		2.087 		1.4676 		1.8275 		2.5521 		2.6628 		 
     1320 		2.2356 		1.5647 		1.892 		2.7057 		2.9295 		 
     1330 		2.1427 		1.6355 		1.6903 		2.5425 		2.8606 		 
     1340 		2.1426 		1.6811 		1.7127 		2.7769 		2.7214 		 
     1350 		2.1061 		1.4454 		1.6663 		2.9965 		2.691 		 
     1360 		2.0762 		1.5775 		1.642 		2.6596 		2.6963 		 
     1370 		1.977 		1.4108 		1.5093 		2.9124 		2.4973 		 
     1380 		1.9662 		1.4516 		1.5011 		2.782 		2.51 		 
     1390 		1.9513 		1.5014 		1.4943 		2.8252 		2.4205 		 
     1400 		2.1698 		1.6127 		1.7233 		3.061 		2.7093 		 
     1410 		2.0933 		1.524 		1.6366 		2.8766 		2.6899 		 
     1420 		2.0976 		1.5535 		1.7528 		2.6205 		2.6903 		 
     1430 		2.1907 		1.6997 		1.9034 		2.67 		2.7206 		 
     1440 		2.2801 		1.7497 		1.9743 		3.0557 		2.7305 		 
     1450 		2.3712 		1.9024 		1.9941 		3.1329 		2.8663 		 
     1460 		2.2815 		1.7166 		1.9916 		3.2893 		2.6234 		 
     1470 		2.1694 		1.6961 		1.837 		3.2512 		2.4469 		 
     1480 		2.2602 		1.7721 		1.9157 		3.1508 		2.6668 		 
     1490 		2.2397 		1.7055 		1.9065 		2.8813 		2.777 		 
     1500 		2.1378 		1.6817 		1.7401 		2.7785 		2.6809 		 
     1510 		2.1099 		1.5108 		1.6629 		2.9419 		2.6948 		 
     1520 		1.9999 		1.4031 		1.6513 		2.8875 		2.4554 		 
     1530 		1.9721 		1.5591 		1.7275 		2.6246 		2.3198 		 
     1540 		1.9334 		1.4806 		1.6844 		2.5724 		2.3153 		 
     1550 		1.779 		1.3626 		1.5787 		2.4539 		2.0581 		 
     1560 		1.9109 		1.4081 		1.6906 		2.5303 		2.3013 		 
     1570 		1.6566 		1.3041 		1.3984 		2.2381 		1.9909 		 
     1580 		1.7964 		1.3567 		1.4976 		2.5623 		2.1494 		 
     1590 		1.8891 		1.4714 		1.6453 		2.673 		2.1694 		 
     1600 		1.8475 		1.4662 		1.6983 		2.6578 		1.9768 		 
     1610 		2.004 		1.6485 		1.9211 		2.7048 		2.0976 		 
     1620 		1.9994 		1.6165 		1.8897 		2.6548 		2.1715 		 
     1630 		1.9994 		1.6642 		1.8917 		2.597 		2.1622 		 
     1640 		2.2102 		1.726 		2.0655 		3.004 		2.4376 		 
     1650 		2.222 		1.8525 		2.0203 		2.884 		2.4996 		 
     1660 		2.1247 		1.793 		1.9921 		2.7315 		2.3151 		 
     1670 		2.1627 		1.7093 		2.0391 		2.6501 		2.4872 		 
     1680 		2.1115 		1.7148 		1.9306 		2.6495 		2.4379 		 
     1690 		2.1728 		1.7618 		2.0095 		2.7936 		2.4536 		 
     1700 		2.1991 		1.865 		2.0575 		2.7549 		2.4291 		 
     1710 		2.3175 		1.8614 		2.2377 		2.9052 		2.5512 		 
     1720 		2.2278 		1.6563 		2.0588 		2.8834 		2.609 		 
     1730 		2.0633 		1.6348 		1.8902 		2.5164 		2.438 		 
     1740 		1.997 		1.5183 		1.7377 		2.8785 		2.2923 		 
     1750 		2.0459 		1.6006 		1.7646 		3.1382 		2.2307 		 
     1760 		2.0192 		1.5912 		1.8001 		2.9125 		2.2308 		 
     1770 		2.0727 		1.5931 		1.7764 		3.124 		2.3237 		 
     1780 		2.1114 		1.5802 		1.8941 		3.1637 		2.3115 		 
     1790 		2.1017 		1.5646 		1.7877 		3.0401 		2.4717 		 
     1800 		2.1033 		1.6175 		1.7838 		2.8154 		2.556 		 
     1810 		2.0597 		1.5081 		1.7607 		2.8083 		2.5122 		 
     1820 		2.0334 		1.5471 		1.8139 		2.6735 		2.4116 		 
     1830 		2.0716 		1.4942 		1.9304 		2.7538 		2.403 		 
     1840 		1.8606 		1.4826 		1.6117 		2.5879 		2.1458 		 
     1850 		1.833 		1.4187 		1.5368 		2.5249 		2.2062 		 
     1860 		1.8311 		1.3626 		1.5023 		2.8049 		2.1275 		 
     1870 		1.9525 		1.4614 		1.5509 		2.8112 		2.4046 		 
     1880 		1.8754 		1.5053 		1.4942 		2.5182 		2.3271 		 
     1890 		1.8454 		1.4694 		1.5838 		2.4271 		2.2111 		 
     1900 		1.9222 		1.4502 		1.6426 		2.6878 		2.2869 		 
     1910 		1.7548 		1.2864 		1.47 		2.539 		2.0987 		 
     1920 		1.7571 		1.3001 		1.3272 		2.6434 		2.1781 		 
     1930 		1.8891 		1.3636 		1.4127 		2.75 		2.4183 		 
     1940 		1.7441 		1.3367 		1.4644 		2.2995 		2.1525 		 
     1950 		1.7129 		1.2858 		1.4836 		2.3156 		2.0595 		 
     1960 		1.8304 		1.2695 		1.4925 		2.7737 		2.2076 		 
     1970 		1.7863 		1.2672 		1.444 		2.7549 		2.1247 		 
     1980 		1.8675 		1.3494 		1.4777 		2.8609 		2.2472 		 
     1990 		1.9172 		1.4154 		1.5241 		3.1076 		2.1866 		 
     2000 		1.893 		1.4308 		1.4364 		3.1167 		2.1752 		 
     2010 		1.9399 		1.4548 		1.507 		3.0585 		2.281 		 
     2020 		1.8551 		1.3681 		1.4494 		2.8991 		2.2021 		 
     2030 		1.6762 		1.3392 		1.3063 		2.3308 		2.0737 		 
     2040 		1.5729 		1.1576 		1.2342 		2.179 		2.0022 		 
     2050 		1.5647 		1.45 		1.1427 		2.109 		1.8941 		 
     2060 		1.6586 		1.5579 		1.324 		2.1929 		1.9076 		 
     2070 		1.7261 		1.3632 		1.4107 		2.2707 		2.144 		 
     2080 		1.7657 		1.4122 		1.4918 		2.4719 		2.0644 		 
     2090 		1.9251 		1.3944 		1.5146 		2.7277 		2.4322 		 
     2100 		1.9437 		1.4099 		1.7042 		2.4895 		2.4073 		 
     2110 		1.8478 		1.2414 		1.5637 		2.5604 		2.313 		 
     2120 		1.8332 		1.3912 		1.5477 		2.346 		2.2933 		 
     2130 		1.8087 		1.3459 		1.3905 		2.6544 		2.2494 		 
     2140 		1.8194 		1.3255 		1.4325 		2.7817 		2.1924 		 
     2150 		1.8916 		1.5481 		1.5534 		2.7845 		2.1629 		 
     2160 		2.0335 		1.6139 		1.6531 		2.8453 		2.4511 		 
     2170 		1.9375 		1.5614 		1.5606 		2.6663 		2.3547 		 
     2180 		1.9416 		1.47 		1.6297 		2.5691 		2.4039 		 
     2190 		1.9124 		1.6348 		1.7112 		2.2908 		2.2388 		 
     2200 		2.0113 		1.7245 		1.9244 		2.3536 		2.2305 		 
     2210 		2.0383 		1.7573 		1.8876 		2.7424 		2.1588 		 
     2220 		1.8858 		1.6336 		1.7535 		2.2307 		2.1293 		 
     2230 		1.7017 		1.4384 		1.5323 		1.9175 		2.0426 		 
     2240 		1.6153 		1.3582 		1.4676 		1.836 		1.9233 		 
     2250 		1.7204 		1.4379 		1.5502 		2.0733 		2.0203 		 
     2260 		1.8798 		1.4521 		1.6594 		1.9192 		2.4486 		 
     2270 		1.7733 		1.4351 		1.5175 		2.0289 		2.2398 		 
     2280 		1.8118 		1.5281 		1.6738 		2.0798 		2.1154 		 
     2290 		1.7997 		1.612 		1.6648 		2.1416 		1.9953 		 
     2300 		1.7661 		1.5837 		1.7106 		1.8823 		1.9555 		 
     2310 		1.8648 		1.8175 		1.7591 		2.1589 		1.9247 		 
     2320 		1.9447 		1.74 		1.8442 		2.3423 		2.0893 		 
     2330 		2.0288 		1.7319 		1.8058 		2.9844 		2.1109 		 
     2340 		2.0058 		1.7011 		1.704 		3.1316 		2.0834 		 
     2350 		2.078 		1.7726 		1.8424 		2.8509 		2.285 		 
     2360 		2.033 		1.6527 		1.7593 		2.7857 		2.3449 		 
     2370 		2.039 		1.7061 		1.7939 		2.753 		2.3052 		 
     2380 		2.0739 		1.7194 		1.8204 		2.8862 		2.3175 		 
     2390 		1.9546 		1.686 		1.7623 		2.3328 		2.2661 		 
     2400 		2.0157 		1.596 		1.7674 		2.6315 		2.3912 		 
     2410 		1.9479 		1.6722 		1.7608 		2.4273 		2.2144 		 
     2420 		1.9421 		1.5709 		1.6508 		2.5964 		2.3073 		 
     2430 		2.0645 		1.464 		1.8571 		2.6971 		2.5048 		 
     2440 		1.9613 		1.563 		1.6745 		2.7783 		2.2626 		 
     2450 		2.0255 		1.5994 		1.6074 		2.4928 		2.6308 		 
     2460 		2.031 		1.5438 		1.7184 		2.4149 		2.6102 		 
     2470 		2.0272 		1.4051 		1.6702 		2.7033 		2.6041 		 
     2480 		2.031 		1.2835 		1.5242 		2.981 		2.6783 		 
     2490 		2.1347 		1.4327 		1.6147 		2.7762 		2.917 		 
     2500 		2.0565 		1.5094 		1.5044 		2.4218 		2.878 		 
     2510 		2.0302 		1.5789 		1.4911 		2.4337 		2.7732 		 
     2520 		1.9869 		1.4547 		1.5018 		2.3552 		2.7402 		 
     2530 		2.1117 		1.4534 		1.6604 		2.4878 		2.9142 		 
     2540 		2.103 		1.3982 		1.6221 		2.7271 		2.8583 		 
     2550 		2.0892 		1.4585 		1.7222 		2.4043 		2.8263 		 
     2560 		2.2138 		1.575 		1.863 		2.675 		2.8987 		 
     2570 		2.3207 		1.603 		1.9888 		2.9777 		2.9618 		 
     2580 		2.296 		1.6936 		1.841 		2.5986 		3.1175 		 
     2590 		2.2875 		1.727 		1.9197 		2.6232 		2.997 		 
     2600 		2.1481 		1.4979 		1.7507 		2.4488 		2.9321 		 
     2610 		2.1151 		1.4071 		1.7552 		2.4864 		2.8671 		 
     2620 		1.974 		1.4474 		1.7173 		2.2514 		2.5585 		 
     2630 		1.931 		1.3514 		1.6969 		2.3057 		2.4833 		 
     2640 		2.0679 		1.528 		1.7716 		2.3845 		2.6901 		 
     2650 		2.131 		1.5199 		1.7137 		2.5138 		2.8808 		 
     2660 		2.1893 		1.459 		1.7805 		2.5405 		3.0093 		 
     2670 		2.196 		1.5686 		1.8189 		2.8941 		2.8012 		 
     2680 		2.2257 		1.6221 		1.8918 		2.5732 		2.9194 		 
     2690 		2.2226 		1.553 		1.9592 		2.644 		2.8575 		 
     2700 		2.154 		1.5481 		1.7629 		2.5032 		2.893 		 
     2710 		2.2017 		1.6843 		1.9188 		2.5666 		2.789 		 
     2720 		2.2703 		1.698 		1.9448 		2.6818 		2.9181 		 
     2730 		2.4286 		1.8391 		2.1577 		2.8089 		3.0554 		 
     2740 		2.3479 		1.7729 		2.0951 		2.7213 		2.9456 		 
     2750 		2.3139 		1.716 		2.0406 		2.7997 		2.8997 		 
     2760 		2.0955 		1.4623 		1.9138 		2.3266 		2.6905 		 
     2770 		2.1813 		1.7097 		1.997 		2.2539 		2.7458 		 
     2780 		2.1273 		1.5677 		1.82 		2.3311 		2.8151 		 
     2790 		2.1095 		1.5658 		1.6873 		2.5175 		2.8162 		 
     2800 		2.1354 		1.525 		1.7325 		2.7354 		2.7898 		 
     2810 		2.2197 		1.6652 		1.8822 		2.5019 		2.9123 		 
     2820 		2.1552 		1.6622 		1.9084 		2.317 		2.7639 		 
     2830 		2.0466 		1.5286 		1.7471 		2.3874 		2.6488 		 
     2840 		1.8996 		1.3571 		1.5601 		2.3708 		2.4895 		 
     2850 		1.9724 		1.436 		1.5675 		2.6324 		2.5464 		 
     2860 		1.9216 		1.3625 		1.6204 		2.3386 		2.5092 		 
     2870 		1.9424 		1.3529 		1.6202 		2.4822 		2.5185 		 
     2880 		2.025 		1.4144 		1.8034 		2.8051 		2.4148 		 
     2890 		2.1875 		1.6492 		1.9842 		2.9625 		2.5273 		 
     2900 		2.0904 		1.4925 		1.8724 		2.8985 		2.4605 		 
     2910 		2.0395 		1.5272 		1.9053 		2.414 		2.4565 		 
     2920 		1.9998 		1.5982 		1.7238 		2.4987 		2.4424 		 
     2930 		2.0208 		1.463 		1.7024 		2.8641 		2.4477 		 
     2940 		2.0471 		1.5267 		1.7376 		2.7473 		2.5124 		 
     2950 		2.1392 		1.5274 		1.9267 		2.7438 		2.6091 		 
     2960 		2.0642 		1.5325 		1.6982 		2.7293 		2.6071 		 
     2970 		1.9618 		1.3455 		1.6851 		2.6115 		2.465 		 
     2980 		1.9626 		1.3895 		1.6204 		2.7077 		2.4617 		 
     2990 		1.7845 		1.2113 		1.4253 		2.5091 		2.2888 		 
     3000 		1.7807 		1.1494 		1.503 		2.6132 		2.1881 		 
     3010 		1.6577 		1.1028 		1.4267 		2.277 		2.0668 		 
     3020 		1.7719 		1.2559 		1.4801 		2.5602 		2.1506 		 
     3030 		1.9505 		1.4549 		1.7209 		2.4686 		2.3935 		 
     3040 		1.8628 		1.3449 		1.6335 		2.6029 		2.2113 		 
     3050 		1.8793 		1.4145 		1.6329 		2.6042 		2.2216 		 
     3060 		1.8256 		1.3287 		1.5233 		2.468 		2.2772 		 
     3070 		1.9502 		1.4964 		1.6283 		2.3748 		2.4967 		 
     3080 		2.045 		1.4276 		1.8792 		2.6132 		2.4775 		 
     3090 		2.0424 		1.554 		1.9863 		2.4945 		2.321 		 
     3100 		2.0068 		1.6418 		1.8376 		2.4322 		2.3433 		 
     3110 		1.9561 		1.6075 		1.8758 		2.3826 		2.175 		 
     3120 		1.9472 		1.5121 		1.8416 		2.3308 		2.2747 		 
     3130 		2.0188 		1.5437 		1.863 		2.335 		2.4588 		 
     3140 		1.9453 		1.4891 		1.8237 		2.3811 		2.2824 		 
     3150 		2.021 		1.5473 		1.8482 		2.2945 		2.4946 		 
     3160 		2.0109 		1.506 		1.8696 		2.2954 		2.4654 		 
     3170 		2.0817 		1.5104 		1.845 		2.1789 		2.7422 		 
     3180 		1.9719 		1.5072 		1.7105 		2.3088 		2.5028 		 
     3190 		1.9911 		1.5823 		1.8118 		2.0282 		2.5145 		 
     3200 		2.0983 		1.6758 		1.9188 		2.0453 		2.6647 		 
     3210 		2.0945 		1.6675 		1.9161 		2.2934 		2.5761 		 
     3220 		2.1856 		1.8337 		2.0735 		2.2088 		2.611 		 
     3230 		2.1411 		1.7078 		1.9133 		2.3853 		2.6636 		 
     3240 		2.0755 		1.6594 		1.843 		2.3726 		2.5687 		 
     3250 		2.1183 		1.6493 		1.9416 		2.4124 		2.5903 		 
     3260 		2.2096 		1.6557 		2.0502 		2.4002 		2.7582 		 
     3270 		2.2105 		1.759 		2.0696 		2.5397 		2.6219 		 
     3280 		2.1545 		1.6671 		1.9205 		2.3794 		2.7247 		 
     3290 		2.1266 		1.6349 		1.9291 		2.4187 		2.6358 		 
     3300 		1.9215 		1.4702 		1.6801 		2.3005 		2.405 		 
     3310 		1.9579 		1.4651 		1.8174 		1.9275 		2.5119 		 
     3320 		2.1117 		1.5114 		1.9977 		2.2272 		2.6602 		 
     3330 		2.1452 		1.5959 		1.9887 		2.3781 		2.6692 		 
     3340 		2.1463 		1.509 		1.9893 		2.4298 		2.7026 		 
     3350 		1.957 		1.3988 		1.8464 		2.3865 		2.3482 		 
     3360 		1.9864 		1.3928 		1.784 		2.2823 		2.549 		 
     3370 		1.8535 		1.2989 		1.7499 		2.0916 		2.3049 		 
     3380 		1.7392 		1.3758 		1.5328 		2.0302 		2.1573 		 
     3390 		1.8373 		1.3907 		1.5705 		2.087 		2.3861 		 
     3400 		1.8887 		1.3944 		1.5361 		1.9995 		2.5916 		 
     3410 		1.9114 		1.404 		1.6277 		2.0717 		2.5469 		 
     3420 		1.86 		1.3673 		1.5312 		2.548 		2.3168 		 
     3430 		1.9283 		1.3524 		1.6815 		2.7068 		2.3163 		 
     3440 		2.1064 		1.4673 		1.7997 		2.8192 		2.6368 		 
     3450 		2.0605 		1.5061 		1.7376 		2.6812 		2.5946 		 
     3460 		2.1521 		1.5506 		1.8834 		2.569 		2.7511 		 
     3470 		1.9621 		1.4168 		1.6697 		2.3146 		2.5621 		 
     3480 		2.0233 		1.4248 		1.7698 		2.4271 		2.6007 		 
     3490 		1.9999 		1.4941 		1.7774 		2.0432 		2.6221 		 
     3500 		2.0996 		1.5298 		1.8446 		2.3437 		2.7279 		 
     3510 		2.1565 		1.4729 		1.9018 		2.1017 		2.946 		 
     3520 		2.125 		1.4948 		1.8399 		2.1831 		2.878 		 
     3530 		2.0483 		1.5682 		1.6951 		2.4697 		2.6477 		 
     3540 		1.9385 		1.432 		1.5445 		2.2121 		2.6329 		 
     3550 		1.8825 		1.5085 		1.5946 		1.9717 		2.4665 		 
     3560 		1.903 		1.3461 		1.6681 		2.2056 		2.4688 		 
     3570 		1.8613 		1.4087 		1.6473 		2.2841 		2.2966 		 
     3580 		1.8998 		1.5505 		1.6963 		2.2896 		2.2736 		 
     3590 		1.8323 		1.4447 		1.5853 		2.352 		2.2176 		 
     3600 		1.8301 		1.3877 		1.6271 		1.9025 		2.3766 		 
     3610 		1.8477 		1.5232 		1.5379 		1.9585 		2.4115 		 
     3620 		1.9476 		1.5162 		1.6665 		2.2607 		2.485 		 
     3630 		2.0777 		1.6216 		1.8918 		2.5076 		2.4948 		 
     3640 		2.108 		1.6385 		1.9006 		2.2721 		2.6596 		 
     3650 		2.0985 		1.652 		1.9136 		2.2504 		2.6165 		 
     3660 		2.0446 		1.4638 		1.843 		2.3127 		2.6139 		 
     3670 		2.0102 		1.4636 		1.7708 		2.0917 		2.6595 		 
     3680 		1.8497 		1.3667 		1.6608 		1.8971 		2.415 		 
     3690 		1.9729 		1.5636 		1.7926 		2.0523 		2.4823 		 
     3700 		1.921 		1.5397 		1.7729 		1.961 		2.39 		 
     3710 		2.0943 		1.6701 		1.9246 		2.3323 		2.5503 		 
     3720 		2.1517 		1.6827 		1.9148 		2.2572 		2.7551 		 
     3730 		2.2223 		1.7791 		2.0584 		2.4562 		2.6912 		 
     3740 		2.2004 		1.7106 		1.9609 		2.4786 		2.7606 		 
     3750 		2.2581 		1.8454 		2.0259 		2.4818 		2.7847 		 
     3760 		2.1903 		1.7263 		1.942 		2.5723 		2.703 		 
     3770 		2.225 		1.831 		1.9085 		2.5136 		2.7984 		 
     3780 		2.4051 		1.8501 		2.0865 		2.5684 		3.1346 		 
     3790 		2.3392 		1.6896 		2.1187 		2.487 		3.0285 		 
     3800 		2.2867 		1.8162 		2.0991 		2.3583 		2.8594 		 
     3810 		2.2341 		1.6327 		2.023 		2.3901 		2.8772 		 
     3820 		2.3049 		1.7696 		2.0917 		2.6071 		2.8625 		 
     3830 		2.2277 		1.6752 		2.0389 		2.658 		2.716 		 
